id,country_region,scholarship_name,provider,degree_level,deadline,detailed_eligibility,link,price,created_at
94,UK,1st Formations Business Scholarship,N/A,,"Jan 31 ,2026","1st Formations Business Scholarship is open to students who are currently studying in UG and PG degrees inuniversities in the U.Sand the U.K.To secure the benefits of the1st Formations Business Scholarship, applicants need to fulfil the eligibility criteria listed below.Applicants should show a desire to run his/her own business.Should demonstrate academic excellence by providing a LOR from a tutor or course co-ordinator. It should be from the current course, i.e. from your current academic institution, not even a past course or an overseas academic institution.Should not be a previous recipient of the 1st Formations Business Scholarship.Should demonstrate personal circumstances that make them a suitable candidate for additional financial support.Thedeadline for the scholarshipis January 31,2026. Applicants who want to enjoy the grant provided for Ist Formations Business Scholarship areadvised to apply at the earliest. | Application: The application process for theIst Formations Business Scholarshipis easy. Applicants have to send their entries through emails with the required documents listed below:LOR from a tutor or course co-ordinator. Also, include a contact email address or telephone number for your sponsor.A note of recent grades/exam results from the current course. The grades should be a current course of study at UK/US academic institutions.A written submission of500 wordsthat explains what makes them a good candidate for the Scholarship. They can outline any circumstances which they feel may aid their application.Include detail on how they would use the funds to assist their studies if successful.500 words statementshould be simple and sound arguments presented in a neat and clear way. The statement should also include a plan to build a product or business that will help to improve the conditions of other needy and poverty.Completed applications should be mailed atscholarship@1stformations.co.ukNote:Grades from the past institution will not be accepted. Grades and exam results from overseas courses will only be accepted if they relate to studies undertaken as part of an exchange program on your current course and are verified by the UK or US institution. | Selection: Applications for the1st Formations Business Scholarshipwill be assessed on the documents and write-up submitted during the application process. The application will be evaluated on the basis of :A 500-word Statement showcasing enthusiasm for studying and pursuing a career in business.The quality of the academic letter of recommendation and grades provided.Demonstration of their circumstances and need for further financial supportAll the required documents and 500-word statement will be evaluated and then 5studentswill be selected for the scholarship.Recipients of the scholarshipwill be contacted via email.",https://collegedunia.com/scholarship/94,"₹67,928 ($750)",2026-01-19 15:47:45.79317
95,USA,The Kay-Grant Group Scholarship,N/A,PhD,N/A,"Applicants must fulfill the following given requirements to be eligible for the Kay-Grant Group Scholarship:Academic Eligibility: The student should be currently enrolled in a college or university, and need not have already started their semester, they can fill the application in between or just after admission also.Residential Eligibility: The student may or may not be a United States citizen.Applicant must show their interest in real estate, entrepreneurship, and technologyRecipient of theKay-Grant Group Scholarship 2021will receive an amount of1,000 USD to use towards tuition.The funds are paid directly to the college or university. | Application: TheKay-Grant Group Scholarship 2021applications are accepted online. Applicants have to create and submit a video.Submission of a video clip is very essential in order to apply for the Kay-Grant Group scholarship. The video clip should be created keeping in mind the following points:The video clip should be less than 2 minutes in length.Applicants should share the video using YouTube.The video clip should include answers to questions such as: Why the student believes that scholarship could help him/her, in achieving their goals and aspirationsThey should be creative with this.They can also make whiteboard videos, animated videos, commercials, etc, in case they don't want to picture themselves.The video clip may relate to either technology, real estate, or entrepreneurship.The step-by-step application process for theKay-Grant Group Scholarship is given below:Step 1:Upload the video on YouTube and include ""Kay-Grant Group Scholarship"" in the title and add a link: http://kay-grant.com/scholarships in the video's description section.Step 2:After uploading the video, notify the committee by sending an email toscholarships@kay-grant.com.The mail should include a link to the video uploaded.The applicant is required to submit the following details while submitting application form:The full name, mailing address, and phone number.The name of the college or university that the student is attending currently.Proof of enrolment of the student at that university or college.The course of study one is pursuing or planning to pursue. | Selection: After the submission of the application form of theKay-Grant Group Scholarship, applicants are selected by a panel of selectors of the Kay-Grant Scholarship. The video will also be judged on the basis of overall quality, creativity, and clarity. Applicants should give their best of abilities while making a video.Energetic students are selected based on their interest in any of the following:Real estateEntrepreneurshipTechnologyMarketingRecipients of the scholarship will be contacted and funds will be transferred directly to their college or universities.",https://collegedunia.com/scholarship/95,"₹90,570 ($1,000)",2026-01-19 15:47:45.865254
96,Canada,Griffith Remarkable Scholarship,Griffith university,Postgraduate,"Aug 04 ,2023","As mentioned earlier, the Griffith Remarkable Scholarship program is only applicable to international students, i.e., citizens of a country other than Australia or New Zealand. Therefore, applicants must provide a copy of theirvalid passportas proof of residency.Apart from this, applicants must apply and secure admission in any UG/PG program atGriffith University. The eligibility criteria for the same are:GPA Score:The minimum GPA requirements vary for UG and PG admissions.For UG, applicants must meet the country-specific academic requirements. (Eg: Indian students must have at least 82% in class XII).For PG, applicants must have a minimum GPA score of 3.0 on a 4.0 scale or 5.5 on a 7.0 scale.English Proficiency Score:Applicants must meet the minimum score requirement of any one of the following tests:TOEFL-iBT: 79IELTS: 6.5PTE: 50TOEFL-PBT: 575One must be applying for a relevant UG/PG program as a new student enrolling for any of the three trimesters at Griffith University. | Application: International students who fulfill the eligibility criteria can proceed to complete the Griffith Remarkable Scholarship application form. Scholarship applications are accepted for all three trimesters of Griffith University.Prospective applicants must apply for the Griffith Remarkable Scholarship before the deadlines mentioned in the table:SessionApplication DeadlinesDecision Dates*Trimester IDecember 3, 2022December 21, 2022Trimester IIApril 15, 2023May 12, 2023Trimester IIIAugust 4, 2023August 23, 2023*The decision on each trimester’s scholarship applications will be declared on or by these dates. | Selection: Griffith Remarkable Scholarship applications will be assessed and awarded based on recommendations by a university panel. Evaluation of the applications will be based on the following factors:Completion of the scholarship application form before the published deadline.Academic merit in prior studiesAssessment of a personal statement that assesses why the applicant has chosen this scholarship program. The statement should be between250 and 500 words.Terms and Conditions:Griffith University admissionentry requirements applyThe scholarship reward covers 50% of full-time UG/PG coursework tuition fees only.It is solely meant for international students who belong to a country other than Australia and New Zealand.One must be an International Fee Paying student to qualify for the scholarship and each scholarship deduction. Any change from International Fee Paying student status will result in the withdrawal of the scholarship.Studentsmust remain enrolled in the programfor which the scholarship offer was made. Deferral of scholarships is not permitted.One must maintain aminimum cumulative GPA of 5.5 on a 7.0 grading scaleto qualify for each tuition fee deduction.The scholarship does not include online, non-award, research and offshore delivered programs.",https://collegedunia.com/scholarship/96,Variable Amount,2026-01-19 15:47:45.932954
97,,Dean's Scholarships for Academic Excellence,N/A,,N/A,"You must hold an upper second or first degree (or international equivalent)You must hold an offer of a place on one of the courses specified below at The City Law School. The offer can be conditional or unconditional and you do not need to have accepted your place in order to apply for a scholarshipYou can be of any fee paying status (Home, or international) and be studying full-time or part-time. | Application: To apply for the Dean's Scholarships for Academic Excellence, applicants have to complete the scholarship form available on the university website. They have to submit required documents along with application form.Student Supporting DocumentationA statement of500 wordsstating the reason why they should receive the scholarship.Academic references including grades obtained in the first and second years of their study.Details of the applicants that include full name, student number, and name of the applied course.Applications for September 2024 and January 2025 are now open.4 November 2024 (January 2025 intake only).16 June 2025 (for September 2025 intake only)applications for courses beginning September 2025 have now closed. | Selection: The selection process of Dean's Scholarships for Academic Excellence takes place once the applications are received by the university.Scholarship Panel will review applications case-by-case.Selection will be based on academic excellence, a personal statement and academic references.Applicants with an average grade of 70% or above will be considered for the scholarship.The candidates will be informed within 4 weeks when the application will be reviewed.The decision of the selection panel is considered to be final and no more communication will be entertained.",https://collegedunia.com/scholarship/97,Variable Amount,2026-01-19 15:47:46.024487
98,,Queen's University Principal's International Scholarship India,N/A,Postgraduate,N/A,"Queen’s University Principal’s International Scholarship India is awarded to Indian students who are studying at the university at UG level. Prospective applicants must meet the eligibility criteria established by the university:Proof of residency and Indian citizenshipstudents who have dual citizenship and permanent residents are not eligible.Unconditional admission offer to anyundergraduate program at Queen’s University.Students must have registered for the fall or winter semesters.Academic records of high school education.Ongoing EligibilityQueen’s University Principal’s International Scholarship India is renewable. Students must renew their applications to the scholarship so that they can keep enjoying the benefits of the scholarship every academic year.To renew their scholarship application, students need to maintain aminimum 3.5 GPA or higher. Students also must have at least 80% course load which is equal to 24 units for the fall and winter semester. | Application: Queen’s University Principal’s International Scholarship India does not require candidates to submit an additional application form. The scholarship is a part of the Automatic Admission Scholarships available at Queen’s University.Applicants who fulfill the eligibility criteria will be automatically considered for the scholarship. Documents submitted at the time of admission will be evaluated at the time of selection. | Selection: As part of the shortlisting process, the selection panel of the Queen’s University reviews the academic grades of the applicants. The panel calculates an average of all the grades submitted at the time of admission. Shortlisted students, for Queen’s University Principal’s International Scholarship India, are informed about the panel’s decision via email.Note:For all the international students in the various educational systems, the average grades are calculated in a manner that is consistent with the calculation and criteria used for admission purposes.",https://collegedunia.com/scholarship/98,"₹1,811,400 ($20,000)",2026-01-19 15:47:46.098103
99,Australia,La Trobe College Excellence Scholarship- South Asia,La Trobe University,,"Dec 31 ,2023","To apply for theLa Trobe College Excellence Scholarships, the applicant should fulfill the following eligibility criteria:Be a citizen and resident of India, Sri Lanka, Pakistan, Kenya, Nepal, Bangladesh or MauritiusBe applying for one of theLa Trobe International Scholarship (LTIS) list of eligible courses.Be 18 years old or older at the commencement of the course; or must live with a student guardian approved by the Department of Home Affairs until they turn 18 years of age.Have an overall WAM* achievement of 80% or above.Commence their studies at any of the La Trobe University Victorian Campuses in 2024.Meet the University's English language requirements and all other conditions stated on the Offer Letter.They should meet the English Language requirement.English language ExamsMinimum scores (UG)Minimum Scores (PG)IELTS(Academic)6.0 (6.0 in each component)6.5 (6.0 in each component)TOEFL (PBT)550, with 5 or above in TWE (Test of Written English)550, with 5 or above in TWE (Test of Written English)TOEFL (iBT)64 (13 in reading, 12 in listening, 18 in speaking and 21 in writing)79 (13 in reading, 12 in listening, 18 in speaking and 21 in writing)Pearson Test of English(PTE)5058 | Application: Applicants must submit a complete application for the course commencing in Semester 2 (July) or Summer 1 / Term 6 (November) intake of 2024 at La Trobe University - Victorian campuses.Applicants must also provide the following documents before the application closing date:A detailed resumeA personal statement of no more than 300 words or a 3-4 minute video to detail ""Why you should be awarded with the La Trobe University Excellence Scholarship"".Applicants who have already applied for Semester 2 or Summer 1/Term 6 of 2024 will be considered for the scholarship if they meet the eligibility criteria. They must send their resume and personal statement by the specified date.Recipient obligationsMaintain a full-time enrolment at one of the La Trobe University campuses in Australia and satisfactory academic progress during their studies.The scholarship award recipients must be willing to be an international student ambassador for La Trobe International during their study period.Please also refer to the terms and conditions included in the Offer Letter. | Selection: Students need not apply separately. If they meet the admission requirement, the scholarship team will consider them for the same. The students are selected based on theirAcademic performance, extra-curricular activities, and any other outstanding achievements.The selected students will receive a scholarship award letter through email. They will have to meet all the conditions mentioned in the offer letter and accept it as soon a possible to secure theLa Trobe College Excellence Scholarship.",https://collegedunia.com/scholarship/99,Variable Amount,2026-01-19 15:47:46.16712
100,,FormSwift Scholarship Program,N/A,Postgraduate,N/A,"To secure the benefits of theFormSwift Scholarship Program,applicants have to meet the eligibility criteria mentioned below :Applicants must be a High School senior or enrolled in a college.Applications from both community and private colleges are accepted.International students from outside the United States can apply to the scholarship too.The students must be in a college or must be about to graduate from high school.No applicant should be related to any staff or extended connections of Formswift. | Application: As part of the application process of the FormSwift Scholarship Program, applicants are required to submit an infographic for a business plan. The business plan must be based on one of the following areas:StartupRestaurantTransportationNon-Profit orClothingOnce a topic is chosen for the infographic and prepared, the next step is submitting it.FormSwiftrequires all candidates to submit their infographics through e-mail. An e-mail will be considered as an entry to the scholarship.The email subject must be ‘FormSwift Scholarship Entry’to make sure no email is missed. Details like full name of the candidate, state and school name must also be included in the email Emails must be sent toJamie@formswift.com.No entries will be considered that are submitted after the deadline.It must be noted that all submissions, once sent, become the property of FormSwift. | Selection: The selection process for the FormSwift Scholarship Program is competitive as it is awarded toonly one student.The infographic submitted by students should be creative and informative, keeping in mind their future business plans. This will help the selection panel to understand an applicant’s vision and future goals.Each entry’s academics are judged on the basis of the graduation dateRecipientof the FormSwift Scholarship Program will be announced after the selection panel will review all the entries.Note:The organization has the right to verify the academic credentials of the applicants. FormSwift will verify the date of the candidate’s high school graduation or the college enrollment date.",https://collegedunia.com/scholarship/100,"₹90,570 ($1,000)",2026-01-19 15:47:46.315185
101,,Claes Isacson Scholarship,Claes Isacson Scholarship Foundation,,N/A,"Candidates aspiring for the scholarship must show an excellent record in academics and extra-curricular activities. Applicants for Claes Isacson Scholarship have to Eligibility criteria listed below :Candidates enrolled at a university or equivalent institution, focusing on subjects related to theMarine Insurance BusinessorShipping Industry.Should provide certified copies of exam certificates, detailing the educational programs they are enrolled in to be eligibleCandidates presenting a post-graduation plan, detailing the extent to which the scholarship has aided in the finance of special projects or education programs that they have already commenced.Candidates presenting their future plans, describing their intent to pursue a career in the shipping and marine insurance business. | Application: Applicants have to submit an online application form for Claes Isacson Scholarships. The step-by-step process involved in the application process is given below:Step 1:Visit the online application portal of the scholarship, available on the official website of the scholarship.Step 2:Access the application form and complete the required details.Step 3:Attach the documents required.Step 4:Submit the application form.Step 5:Check upon the decision via email.Along with application form, applicants have to submit the required documents listed below:Updated ResumeOfficial copies of exam certificates of the current educational programsProof of enrolment in the mentioned educational programsPrepare a Presentation of future plans, detailing the intent to pursue careers in the Shipping and Marine Insurance sectors.The latest deadline is yet to be announced. | Selection: After the successful submission of the application form, the scholarship committee will then review application forms of students.The selection committee will evaluate applicants on the basis of the following criteria:Applicant’s inclination towards the shipping industry and/or the marine insurance business.The applicant's presentation, outlining their future plans and the purpose of finance that they are seeking.The presented documents and copies of exam certificates.The Selection Committee will interview selected applicants before announcing the winner of the scholarship",https://collegedunia.com/scholarship/101,"₹1,811,400 ($20,000)",2026-01-19 15:47:46.239473
102,,Ariyaratnam Scholarship,N/A,Undergraduate,N/A,"The eligibility criteria for the Ariyaratnam Scholarship is given below:The latest deadline is yet to be announced.Undertaking a program in either theFaculty of Business(excluding language joint honors program) orFaculty of Natural and Mathematical Sciences.Minimum household income of 56,102 USD.Applicants must provide consent to share this information with King’sHave achieved AAB or above in their A level examination or any equivalent international exam too.Note:The recipients of the scholarship will not be eligible for payment in years in which they are resitting, repeating, intercalating or interrupting. They will also cease to be eligible for the payment in case of withdrawal of admission or transfer of course. | Application: To apply for the scholarship program, you must submit an online application form. The form will be available on the official website in a PDF format.The deadline for Ariyaratnam Scholarshipis yet to be announced.You are required to submit all the required documents before the deadline. If not, your application will be automatically rejected.Documents Required for Ariyaratnam Scholarship ApplicationTo be considered for Ariyaratnam Scholarship, you have to submit the following documents:Copy of letters confirming any grants/bursary/scholarships to study at the King’s.Word/pdf supporting statement.Financial statementThe completed application along with financial document must be properly scanned and emailed to funding@kcl.ac.uk. | Selection: The selection process for Ariyaratnam Scholarships is simple and straightforward. Only those applications are considered which are accurately completed and are accompanied by all the required documents.Therefore, it is advisable for all applicants to applicants to complete their applications with utmost care and caution. The final decision and name of the recipients are announced by the end of August.",https://collegedunia.com/scholarship/102,"₹1,789,482 ($19,758)",2026-01-19 15:47:46.387677
103,,Deakin India 20% Postgraduate Bursary,N/A,Postgraduate,N/A,"In order to secure benefits of Deakin India 20% Postgraduate Bursary, applicants have to meet eligibility criteria listed below:Must be an Indian with a valid passport.Must be residing in India when they apply for this scholarshipAdmission applications should be made through a Deakin agent from India.Obtained an overall score of 55% – 74.99% in the bachelor's program.Also, If a student has achieved an overall score of75% in his undergraduate degree,he/she may be eligible for theDeakin India 25% Merit Scholarship.Please note:this bursary/scholarship (depending on which it is) is only available once you can travel to Australia and commence your studies on-campus. While you are studying online in India (or ‘your home country’ for the South Asia onshore merit scholarship), you may be eligible for theDeakin In-Country 30% Bursary, subject to meeting eligibility criteria. | Application: Applicants should be applying through any Deakin Authorised agent-based in INDIA for the scholarship. While applying for theDeakin India 20% Postgraduate Bursary, it’s important to attach all requested supporting documents, otherwise, the application could be delayed or disallowed.List of required documents are :English Language proficiency proof (IELTS/TOEFL/CPE/CAE/PTE)Certified Academic TranscriptsAccompanied by certified English translationsCurriculum Vitae (Encouraged but not essential)Personal statement(might be needed)Scholarship applicant ID (if available) | Selection: Proper documentation of citizenship, academic transcripts, and award certificates must be provided. Since there is no limitation on the number of students who are awarded this, the documentation and eligibility criteria are strictly followed.The recipients of Deakin India 20% of Postgraduate Bursary are selected based on the fulfillment of the eligibility criteria set byDeakin University.They will automatically receive a 20% fee reduction to the total tuition fee stated in the admission letter.",https://collegedunia.com/scholarship/103,Variable Amount,2026-01-19 15:47:46.458805
104,,A.S. Mowat Prize Scholarship at Dalhousie University,N/A,Master,"Apr 01 ,2025","A.S. Mowat Prize Scholarship is designed for academically outstanding students at Dalhousie University. Therefore, only the students of the master’s degree at Dalhousie University are eligible for the scholarship.Apart from this, students have to fulfill the eligibility criteria given below to apply for A.S. Mowat Prize Scholarship 2025:Admission in the first yearPG Program at Dalhousie University.Excellent academic grades/ first-class averageStudents must be a full-time student at Dalhousie University and registered in the current term, to apply for or receive the Prize. | Application: A.S. Mowat Prize Scholarship applications are accepted through anoffline process. Applicants must complete the offline forms available at the Dalhousie University website-Financial Aid Application, and submit it at the given address, along with all the documents.Attachments which should be submitted along with the A.S. Mowat Prize application form is as follows:A maximum one-page statement of the achievements in a graduate program (Optional)A signed support letter from a supervisor or Graduate CoordinatorA copy of the applicant’s transcriptsHow to Apply for A.S. Mowat Prize Scholarship 2025?The step-by-step process to fillA.S. Mowat Prize Scholarship 2025is given below:Step I: Download the form.Step II: Fill out the form with all the correct details.Step III:Attach all the documents along with the application form as given aboveStep IV:Recheck and post all the documents to the specified postal address.Postal Address:Faculty of Graduate StudiesDalhousie UniversityRoom 314Henry Hicks Academic Administration Building6299 South StreetPO BOX 15000 Halifax,NS, Canada, B3H 4R2 | Selection: After the submission of the A.S. Mowat Prize application form, candidates are selected by a panel of selectors of the Dalhousie University.The Faculty of Graduate Studies Officewill send a copy of the applicant’s transcripts to the Selection Committee of the faculty of Graduate study. To secure a scholarship, all sections of the application must be completed before submitting it. Also, there can be no appeals to the decision of the Prize.The recipient will be identified by the Faculty of Graduate Studies Committee of the Dalhousie University based on various factors :Academic ExcellenceFinancial requirementCareer Objective",https://collegedunia.com/scholarship/104,"₹135,855 ($1,500)",2026-01-19 15:47:46.653268
105,Canada,TEC Scholarship,Elevator Consultants,Postgraduate,"Jun 01 ,2023","In order to be selected for the TEC scholarship, applicants have to meet Eligibility Criteria given below:Candidate must either be enrolled or going to enroll in an undergraduate or graduate program at a college.Must be studying a technical degree as majors like engineering, architecture, science or equivalent.Must furnish all required details including a brief introduction about them and most importantly the essay on the assigned topic. | Application: In order to apply for the TEC Scholarship, applicants have to submit an essay of 1000 words on a topic mentioned on the official website of TEC.There are Two topics provided by TEC to choose from. The topics are as follows:Explain the way(s) in which evolving technology has significantly affected your life?Where would you like to see technology evolve in the future? What areas would you like to see it extend towards?The Elevator Consultants provides services to its clients in fields where there is extensive technology utilization.Therefore, their entire business revolves around the significant technology changes and the way it affects our lives so the essay topics have been kept relatable to it.The completed application should include the applicant’sname, school, choice of majoralong the essay must be sent toinfo@theelevatorconsultant.comwithin the deadline.i.e June 01,2023 | Selection: The selection for TEC scholarship is done on the basis of the essay that is submitted along with the other details.The essays received from all the candidates who meet the eligibility criteria will then be shortlisted and 3 students will be selected for the next round. The selected students will be notified about their position in the ultimate tier.Out of the 3 essays that have been shortlisted, the President of TEC makes the final selection of the awarded by reading the essays.",https://collegedunia.com/scholarship/105,"₹90,570 ($1,000)",2026-01-19 15:47:46.568102
106,,Accenture Award-University of Waterloo,N/A,Postgraduate,"Mar 15 ,2026","Only full-time UG students of the University of Waterloo, studying either in one of the disciplines under theFaculty of Engineeringor a Co-op Mathematics program are eligible to apply for the Accenture Award.In addition to this, they have to fulfill the requirements listed below:Must be entering the fourth year of their programHave scored a minimum 75% in overall averageExhibit leadership qualities and interest in extracurricular activitiesInterest in pursuing a career in consultingPossess strong communication skills | Application: The application for the Accenture Award at the University of Waterloo is to be made online through the Undergraduate Studies Forms Page.Currently, the application process is open for the Winter Term (January – April) and the deadline is March 15.The University of Waterloo Accenture Award application process involves:Step I:Completing the Undergraduate Award Application for the applicable term.Step II:Submit an updated resume in support of the application.The Undergraduate Awards Co-ordinator, Jessica Bruni can be contacted via email at jbruni@uwaterloo.ca for further information regarding the Accenture Award – University of Waterloo. | Selection: Only those applications that were completed in all respect and were submitted before the deadline will be evaluated for the Accenture award. As listed in the eligibility criteria, selection of candidates for the award is made after consideration of the following aspects of the candidature:Academic merit.Level of participation and involvement in extracurricular activities.Willingness to work as a consultant in the future.Relevant work-term experience.Shortlisted candidates are usually invited for an interview session with the selection panel. Based on the interviews, the panel selects 2 recipients for the scholarship.",https://collegedunia.com/scholarship/106,"₹181,140 ($2,000)",2026-01-19 15:47:46.729314
107,,MAWISTA Scholarship,MAWISTA,,"Jan 15 ,2024","MAWISTA Scholarship program does not have any specific eligibility criteria. Students who are ready to pursue a degree abroad even with a child are encouraged to apply. Applicants should note that factors like the duration of the course and the GPA areNOTtaken into account for determining eligibility.You are required to submit their CV and other academic credentials of the previous courses of study. | Application: The application process for MAWISTA Scholarship is quite simple. All you have to do is complete an application form available on the official website of MAWISTA.In addition to the submission of the form, tell MAWISTA as to why you should be selected for the scholarship. | Selection: The selection process for MAWISTA Scholarship is well structured. Each application is treated separately. The history/career and personality of the applicant is considered for evaluation of eligibility for this scholarship.For 2024, the MAWISTA selection panel will shortlist five applications by January 30. The final selection will be done on the basis of public voting starting from February 15 until March 1.The name of the recipient will be declared on the MAWISTA website.",https://collegedunia.com/scholarship/107,"₹606,004 ($6,691)",2026-01-19 15:47:46.813476
108,,Susan R. Meisinger Fellowship For Graduate Study in HR,N/A,PhD,"Mar 31 ,2026","Susan R. Meisinger Fellowship is designed foran academically outstanding student, who is enrolled in a Master’s Degree program related to HR like organizational development, MBA, psychology, etc and should have a 50% degree remaining at least. Also, candidates must be SHRM certified or SHRM members.Academic Eligibility for Susan R. Meisinger FellowshipProspective UG and PG applicants for Susan R. Meisinger Fellowship are expected to fulfill the following academic-based requirements:Academics:An excellent academic record with a GPA of more than 3.0 on a scale of 4.0 in the UG program and 3.5 on a scale of 4.0 in the PG program.Degree Requirement:The applicant should not have received any other Master’s degree in an HR-related field.Along with these academic requirements, applicants must fulfill the following requirements:Work Experience:A person should haveat least five yearsof professional experience andthree years of HR experience.University Selection:An applicant may choose anyuniversity to study abroad. However, there are some regulations for the selection of the university.If the university is in the USA, then it needs to be regionally accredited.If it is a university outside of the USA, then it must be accredited by the government’s higher education or any equivalent body.Note:There are no eligibility criteria for this fellowship based on race, sexual orientation, gender, color, religion, ancestry, citizenship or national origin, marital status because of the non-discrimination policy of the SHRM Foundation. | Application: Susan R. Meisinger Fellowship 2024, for Graduate Study in HR, invites application each year. As a prospective candidate, you have to complete the online Susan R. Meisinger Fellowship Application and submit it, along with all the documents.Student Supporting DocumentationApplicants must provide the following student supporting documents at the time of Susan R. Meisinger Fellowship application submission:Contact information and details of past work experiences and projected career path.Transcripts of Undergraduate college and Graduate college(if enrolled).The transcripts must be written in English.For transcript evaluation, the SHRM Foundation can request a person from any reputable service like World Education Services.If a student is not currently enrolled in any master’s program then, a copy of the acceptance letter needs to be submitted.Two reference letters highlighting the person’s values, work ethics, characters, and career accomplishments.Must be addressed to the “SHRM Foundation Scholarship Review Committee”.Should be written by professors, colleagues, or coaches.A copy of an updated CV or resumeOne letter of referenceOpensJan 9 2026 12:00 AM (EST)DeadlineMar 31 2026 08:00 PM (EST) | Selection: The selection depends on various factors, which determine a student's capabilities and achievements. The recipient of the Susan R. Meisinger Fellowship is selected based on factors like,Academic Excellence during an undergraduate degreeLeadership QualityStudents AchievementsCommunity ServiceWork experiencesFinancial requirementpotential to become a successful HR leaderCareer ObjectiveAs a result of the selection process, two students or professionals are awarded annually,one person is an award recipient of the previous year whose fellowship gets renewed for a year andThe other is the recipient of that year.T&C for Renewing Susan R. Meisinger FellowshipThe student must fulfill the given requirements to continue the receipt of the award for the next year, after achieving the year in his first year of Masters study:During the fellowship period, a recipient needs to work in the HR field and continue SHRM membership or HR certification.A candidate is expected to give back to the community by serving as a judge of SHRM scholarships, reviewer of SHRM publication, participation in any research studies or item-writing panel of SHRM Certification.If selected to receive the Susan R. Meisinger Fellowship, recipients will be required to provide proof of enrollment and college/university payment instructions. The SHRM Foundation will issue a check not to exceed $10,000 directly to the institution for payment of tuition and fees required for enrollment or attendance at the educational institution, or for fees, books, supplies, and equipment required for courses at the educational institution.Special ConsiderationsEach scholarship is a one-time award, renewable for a second year; up to $10,000 total. Previous applicants may reapply, but past scholarship recipients are ineligible.Full-time, part-time, online, and distance learning programs are acceptable.Scholarships are for college-degree programs only and may not be used to attend professional development seminars.Recipients should intend on submitting proof of enrollment no later than July for the institution to receive timely payment.",https://collegedunia.com/scholarship/108,"₹905,700 ($10,000)",2026-01-19 15:47:47.120501
109,,Richard A. Freund International Scholarship,N/A,Master,"Apr 01 ,2026","To obtain the benefits Richard A. Freund International Scholarship, applicants have to fulfill the eligibility criteria listed below :Applicants should have a minimum GPA of3.25 or higher, throughout UG and PG study.Applicants pursuing a master’s or higher level of study are eligible,The field of study must be in quality control, quality assurance, quality improvement, total quality management or similar quality emphasis programs.Applicants need not be a member of ASQ.International students are allowed and must not be attending high school currently. | Application: Students will only be accepted only upon submission of documentation indicating the acceptance of enrollment into the programs above mentioned.A separate online application needs to be filled which can be accessed on ASQ’s website. Students are required to complete the application form and send it through email or courier to the address provided below.Address:Freund International Scholarship Committee,ASQPO Box 3005, 600North Plankinton AvenueMilwaukee,WI 53201-3005USAMail:-tborzon@asq.orgProgram AdministratorTel: 800-248-1946 ext. 7580Fax: 414-765-8670Applications are required to be submitted before the deadline i.e. April 01. Students must download the pdf/doc of the form available on the website and fill it. They can submit their application form by either emailing program admin or via post.Student Supporting DocumentationAlong with the application, applicants have to attach required documents mentioned below:Academic transcripts from previous institutionsAccompanied by certified English translations.Letters of recommendationTo assess the candidate’s scholarly and/or work experience.A formal written statement of 250 words addressing the applicant’s educational and career goals and why he/she deserves the scholarship.Note:Photocopies of transcripts are not accepted by ASQAs mentioned earlier,Richard A. Freund’s International Scholarshipis offered to students pursuing Engineering Degrees and working towards quality control, quality assurance and management.Universities of the U.S., Australia,Canada, the U.K,Germany, Australiaoffer high-level engineering degrees.It has been observed that the supporting documentation requirements vary from country to country. Therefore, it is important for students to know the admission requirements in various countries. The country-wise documentation requirements have been tabulated below:CountriesLORStatement of PurposeResumeWork ExperienceUSA2 LOR RequiredRequiredRequiredNot RequiredCanada1 LOR RequiredRequiredRequiredNot RequiredUK1 LOR RequiredRequiredRequiredNot RequiredGermanyNot requiredNot RequiredRequiredNot RequiredAustraliaNot requiredRequiredRequiredNot Required | Selection: For the 2025 scholarship program, applications along with required documents should be submitted before April 01, 2026. The organization will not entertain any documents submitted after the issued deadline.The Selection Committee of ASQ will evaluateGPA,Essay,LOR,combinedundergraduate and graduate study and workcombining quality assurance and continuous improvement. The committee also focuses on the applicant’s commitment and action toward social responsibility and volunteer work.As only one student gets awarded each year, the applicant who excels over others in all the above prospects will be selected for the award of scholarship. Recipient of the Richard A. Freund International Scholarship will be awarded an amount of 5000 USD.",https://collegedunia.com/scholarship/109,"₹452,850 ($5,000)",2026-01-19 15:47:46.891425
